,Data type,Cancer group/site,Year,Sex,State or Territory,Count,"Age-standardised rate
2001 Australian Standard Population 
(per 100,000)","Age-standardised rate
2023 Australian population 
(per 100,000)",Unnamed: 8,ICD-10 codes
299,Incidence,Melanoma of the skin,1993.0,Males,Queensland,861,65.6,77.5, ,C43
300,Incidence,Melanoma of the skin,1993.0,Males,Western Australia,383,55.1,64.9, ,C43
301,Incidence,Melanoma of the skin,1993.0,Males,South Australia,266,39.8,46.1, ,C43
302,Incidence,Melanoma of the skin,1993.0,Males,Tasmania,68,33.7,41.7, ,C43
303,Incidence,Melanoma of the skin,1993.0,Males,Australian Capital Territory,38,38.7,45.8, ,C43
304,Incidence,Melanoma of the skin,1993.0,Males,Northern Territory,19,37.5,43.1, ,C43
305,Incidence,Melanoma of the skin,1993.0,Males,Australia,3712,48.9,58.3, ,C43
306,Incidence,Melanoma of the skin,1993.0,Females,New South Wales,1052,35.5,40, ,C43
307,Incidence,Melanoma of the skin,1993.0,Females,Victoria,608,27.4,30.7, ,C43
308,Incidence,Melanoma of the skin,1993.0,Females,Queensland,665,45.3,50.8, ,C43
309,Incidence,Melanoma of the skin,1993.0,Females,Western Australia,332,42.8,46.8, ,C43
310,Incidence,Melanoma of the skin,1993.0,Females,South Australia,270,35.6,40.2, ,C43
311,Incidence,Melanoma of the skin,1993.0,Females,Tasmania,71,30.5,34.1, ,C43
312,Incidence,Melanoma of the skin,1993.0,Females,Australian Capital Territory,36,30.1,32.9, ,C43
313,Incidence,Melanoma of the skin,1993.0,Females,Northern Territory,12,19.3,20.6, ,C43
314,Incidence,Melanoma of the skin,1993.0,Females,Australia,3058,35.7,39.9, ,C43
315,Incidence,Melanoma of the skin,1993.0,Persons,New South Wales,2480,43.5,50.6, ,C43
316,Incidence,Melanoma of the skin,1993.0,Persons,Victoria,1261,30,34.9, ,C43
317,Incidence,Melanoma of the skin,1993.0,Persons,Queensland,1526,54.5,62.8, ,C43
318,Incidence,Melanoma of the skin,1993.0,Persons,Western Australia,715,47.8,54.2, ,C43
319,Incidence,Melanoma of the skin,1993.0,Persons,South Australia,536,37.4,42.8, ,C43
320,Incidence,Melanoma of the skin,1993.0,Persons,Tasmania,139,31.3,36.6, ,C43
321,Incidence,Melanoma of the skin,1993.0,Persons,Australian Capital Territory,74,33.3,37.9, ,C43
322,Incidence,Melanoma of the skin,1993.0,Persons,Northern Territory,31,28.6,32.2, ,C43
323,Incidence,Melanoma of the skin,1993.0,Persons,Australia,6770,41.3,47.7, ,C43
324,Incidence,Melanoma of the skin,1994.0,Males,New South Wales,1351,50.7,60.4, ,C43
325,Incidence,Melanoma of the skin,1994.0,Males,Victoria,683,34.9,41.1, ,C43
326,Incidence,Melanoma of the skin,1994.0,Males,Queensland,925,67.3,78.4, ,C43
327,Incidence,Melanoma of the skin,1994.0,Males,Western Australia,424,59.2,68.5, ,C43
328,Incidence,Melanoma of the skin,1994.0,Males,South Australia,310,45.3,52.5, ,C43
329,Incidence,Melanoma of the skin,1994.0,Males,Tasmania,81,37.8,44.9, ,C43
330,Incidence,Melanoma of the skin,1994.0,Males,Australian Capital Territory,39,39.3,47, ,C43
331,Incidence,Melanoma of the skin,1994.0,Males,Northern Territory,19,39.2,45.4, ,C43
332,Incidence,Melanoma of the skin,1994.0,Males,Australia,3832,49.3,58, ,C43
333,Incidence,Melanoma of the skin,1994.0,Females,New South Wales,1018,33.8,38, ,C43
334,Incidence,Melanoma of the skin,1994.0,Females,Victoria,632,28.2,31.7, ,C43
335,Incidence,Melanoma of the skin,1994.0,Females,Queensland,702,46.7,51.7, ,C43
336,Incidence,Melanoma of the skin,1994.0,Females,Western Australia,351,44.5,49.1, ,C43
337,Incidence,Melanoma of the skin,1994.0,Females,South Australia,303,39.5,44.2, ,C43
338,Incidence,Melanoma of the skin,1994.0,Females,Tasmania,72,30.8,33.7, ,C43
339,Incidence,Melanoma of the skin,1994.0,Females,Australian Capital Territory,35,28.1,30.9, ,C43
340,Incidence,Melanoma of the skin,1994.0,Females,Northern Territory,13,20.5,21.7, ,C43
341,Incidence,Melanoma of the skin,1994.0,Females,Australia,3118,35.7,39.9, ,C43
342,Incidence,Melanoma of the skin,1994.0,Persons,New South Wales,2369,41,47.5, ,C43
343,Incidence,Melanoma of the skin,1994.0,Persons,Victoria,1315,30.9,35.4, ,C43
344,Incidence,Melanoma of the skin,1994.0,Persons,Queensland,1627,56.3,64, ,C43
345,Incidence,Melanoma of the skin,1994.0,Persons,Western Australia,775,51.1,57.8, ,C43
346,Incidence,Melanoma of the skin,1994.0,Persons,South Australia,613,41.8,47.7, ,C43
347,Incidence,Melanoma of the skin,1994.0,Persons,Tasmania,153,33.5,38.3, ,C43
348,Incidence,Melanoma of the skin,1994.0,Persons,Australian Capital Territory,74,32.7,37.5, ,C43
349,Incidence,Melanoma of the skin,1994.0,Persons,Northern Territory,32,29.8,33.6, ,C43
350,Incidence,Melanoma of the skin,1994.0,Persons,Australia,6950,41.6,47.7, ,C43
351,Incidence,Melanoma of the skin,1995.0,Males,New South Wales,1422,52.5,63.5, ,C43
352,Incidence,Melanoma of the skin,1995.0,Males,Victoria,770,38.6,45.4, ,C43
353,Incidence,Melanoma of the skin,1995.0,Males,Queensland,1035,72.8,84.6, ,C43
354,Incidence,Melanoma of the skin,1995.0,Males,Western Australia,479,64.6,76.2, ,C43
355,Incidence,Melanoma of the skin,1995.0,Males,South Australia,288,42.2,48.8, ,C43
356,Incidence,Melanoma of the skin,1995.0,Males,Tasmania,92,42.4,47.5, ,C43
357,Incidence,Melanoma of the skin,1995.0,Males,Australian Capital Territory,43,41.9,51, ,C43
358,Incidence,Melanoma of the skin,1995.0,Males,Northern Territory,18,33.1,38, ,C43
359,Incidence,Melanoma of the skin,1995.0,Males,Australia,4155,52.4,61.9, ,C43
360,Incidence,Melanoma of the skin,1995.0,Females,New South Wales,963,31.3,35.1, ,C43
361,Incidence,Melanoma of the skin,1995.0,Females,Victoria,765,33.5,37.7, ,C43
362,Incidence,Melanoma of the skin,1995.0,Females,Queensland,783,50.5,55.1, ,C43
363,Incidence,Melanoma of the skin,1995.0,Females,Western Australia,358,43.8,48.4, ,C43
364,Incidence,Melanoma of the skin,1995.0,Females,South Australia,296,38.4,42.3, ,C43
365,Incidence,Melanoma of the skin,1995.0,Females,Tasmania,92,39,42.3, ,C43
366,Incidence,Melanoma of the skin,1995.0,Females,Australian Capital Territory,38,30.5,33.9, ,C43
367,Incidence,Melanoma of the skin,1995.0,Females,Northern Territory,14,22.6,25, ,C43
368,Incidence,Melanoma of the skin,1995.0,Females,Australia,3319,37.2,41.4, ,C43
369,Incidence,Melanoma of the skin,1995.0,Persons,New South Wales,2385,40.5,47.3, ,C43
370,Incidence,Melanoma of the skin,1995.0,Persons,Victoria,1535,35.6,40.9, ,C43
371,Incidence,Melanoma of the skin,1995.0,Persons,Queensland,1818,60.7,68.4, ,C43
372,Incidence,Melanoma of the skin,1995.0,Persons,Western Australia,837,53.4,61.2, ,C43
373,Incidence,Melanoma of the skin,1995.0,Persons,South Australia,584,39.6,44.5, ,C43
374,Incidence,Melanoma of the skin,1995.0,Persons,Tasmania,184,40.6,44.8, ,C43
375,Incidence,Melanoma of the skin,1995.0,Persons,Australian Capital Territory,81,35.1,40.7, ,C43
376,Incidence,Melanoma of the skin,1995.0,Persons,Northern Territory,32,28,31.8, ,C43
377,Incidence,Melanoma of the skin,1995.0,Persons,Australia,7474,43.8,50.3, ,C43
378,Incidence,Melanoma of the skin,1996.0,Males,New South Wales,1462,53.1,64.3, ,C43
379,Incidence,Melanoma of the skin,1996.0,Males,Victoria,864,42.7,50.3, ,C43
380,Incidence,Melanoma of the skin,1996.0,Males,Queensland,1113,77.2,90.9, ,C43
381,Incidence,Melanoma of the skin,1996.0,Males,Western Australia,430,56.9,66.9, ,C43
382,Incidence,Melanoma of the skin,1996.0,Males,South Australia,311,45.4,54.4, ,C43
383,Incidence,Melanoma of the skin,1996.0,Males,Tasmania,94,43.2,50.3, ,C43
384,Incidence,Melanoma of the skin,1996.0,Males,Australian Capital Territory,44,42.5,51.8, ,C43
385,Incidence,Melanoma of the skin,1996.0,Males,Northern Territory,20,35.5,40.7, ,C43
386,Incidence,Melanoma of the skin,1996.0,Males,Australia,4351,54.1,64.3, ,C43
387,Incidence,Melanoma of the skin,1996.0,Females,New South Wales,1069,34,38.5, ,C43
388,Incidence,Melanoma of the skin,1996.0,Females,Victoria,820,35.7,39.3, ,C43
389,Incidence,Melanoma of the skin,1996.0,Females,Queensland,864,54.6,60.8, ,C43
390,Incidence,Melanoma of the skin,1996.0,Females,Western Australia,310,37.7,41.6, ,C43
391,Incidence,Melanoma of the skin,1996.0,Females,South Australia,272,34.9,39.3, ,C43
392,Incidence,Melanoma of the skin,1996.0,Females,Tasmania,95,40,42.4, ,C43
393,Incidence,Melanoma of the skin,1996.0,Females,Australian Capital Territory,39,30.8,34.6, ,C43
394,Incidence,Melanoma of the skin,1996.0,Females,Northern Territory,15,21.6,22.7, ,C43
395,Incidence,Melanoma of the skin,1996.0,Females,Australia,3488,38.5,42.9, ,C43
396,Incidence,Melanoma of the skin,1996.0,Persons,New South Wales,2531,42.2,49.5, ,C43
397,Incidence,Melanoma of the skin,1996.0,Persons,Victoria,1684,38.4,43.7, ,C43
398,Incidence,Melanoma of the skin,1996.0,Persons,Queensland,1977,64.7,74, ,C43
399,Incidence,Melanoma of the skin,1996.0,Persons,Western Australia,740,46.4,52.9, ,C43
400,Incidence,Melanoma of the skin,1996.0,Persons,South Australia,583,39.1,45.3, ,C43
401,Incidence,Melanoma of the skin,1996.0,Persons,Tasmania,189,41.1,45.7, ,C43
402,Incidence,Melanoma of the skin,1996.0,Persons,Australian Capital Territory,84,35.5,41.2, ,C43
403,Incidence,Melanoma of the skin,1996.0,Persons,Northern Territory,35,28.6,31.7, ,C43
404,Incidence,Melanoma of the skin,1996.0,Persons,Australia,7839,45.2,52, ,C43
405,Incidence,Melanoma of the skin,1997.0,Males,New South Wales,1633,57.1,68.5, ,C43
406,Incidence,Melanoma of the skin,1997.0,Males,Victoria,899,42.9,50.3, ,C43
407,Incidence,Melanoma of the skin,1997.0,Males,Queensland,1236,82.8,97.3, ,C43
408,Incidence,Melanoma of the skin,1997.0,Males,Western Australia,398,51.7,61.2, ,C43
409,Incidence,Melanoma of the skin,1997.0,Males,South Australia,344,48.2,55.8, ,C43
410,Incidence,Melanoma of the skin,1997.0,Males,Tasmania,91,41.8,48.9, ,C43
411,Incidence,Melanoma of the skin,1997.0,Males,Australian Capital Territory,51,46,55.1, ,C43
412,Incidence,Melanoma of the skin,1997.0,Males,Northern Territory,19,28.8,31.6, ,C43
413,Incidence,Melanoma of the skin,1997.0,Males,Australia,4696,56.3,66.6, ,C43
414,Incidence,Melanoma of the skin,1997.0,Females,New South Wales,1162,36.4,41.1, ,C43
415,Incidence,Melanoma of the skin,1997.0,Females,Victoria,913,38.8,43.3, ,C43
416,Incidence,Melanoma of the skin,1997.0,Females,Queensland,893,55.2,60.1, ,C43
417,Incidence,Melanoma of the skin,1997.0,Females,Western Australia,294,34.3,38.1, ,C43
418,Incidence,Melanoma of the skin,1997.0,Females,South Australia,319,40.2,45.1, ,C43
419,Incidence,Melanoma of the skin,1997.0,Females,Tasmania,98,40.2,44.1, ,C43
420,Incidence,Melanoma of the skin,1997.0,Females,Australian Capital Territory,42,32.2,36.2, ,C43
421,Incidence,Melanoma of the skin,1997.0,Females,Northern Territory,16,23.3,24.3, ,C43
422,Incidence,Melanoma of the skin,1997.0,Females,Australia,3751,40.6,45.2, ,C43
423,Incidence,Melanoma of the skin,1997.0,Persons,New South Wales,2795,45.6,53.3, ,C43
424,Incidence,Melanoma of the skin,1997.0,Persons,Victoria,1812,40.4,46.1, ,C43
425,Incidence,Melanoma of the skin,1997.0,Persons,Queensland,2129,67.8,76.9, ,C43
426,Incidence,Melanoma of the skin,1997.0,Persons,Western Australia,692,42.4,48.8, ,C43
427,Incidence,Melanoma of the skin,1997.0,Persons,South Australia,663,43.6,49.7, ,C43
428,Incidence,Melanoma of the skin,1997.0,Persons,Tasmania,189,40.5,45.6, ,C43
429,Incidence,Melanoma of the skin,1997.0,Persons,Australian Capital Territory,93,38.3,44.3, ,C43
430,Incidence,Melanoma of the skin,1997.0,Persons,Northern Territory,36,26.1,28.1, ,C43
431,Incidence,Melanoma of the skin,1997.0,Persons,Australia,8447,47.6,54.6, ,C43
432,Incidence,Melanoma of the skin,1998.0,Males,New South Wales,1558,53.7,64.9, ,C43
433,Incidence,Melanoma of the skin,1998.0,Males,Victoria,791,37.7,44.5, ,C43
434,Incidence,Melanoma of the skin,1998.0,Males,Queensland,1230,79.8,93.5, ,C43
435,Incidence,Melanoma of the skin,1998.0,Males,Western Australia,427,54.3,64.9, ,C43
436,Incidence,Melanoma of the skin,1998.0,Males,South Australia,301,42.2,50.4, ,C43
437,Incidence,Melanoma of the skin,1998.0,Males,Tasmania,86,39.4,47.9, ,C43
438,Incidence,Melanoma of the skin,1998.0,Males,Australian Capital Territory,56,48.5,57.9, ,C43
439,Incidence,Melanoma of the skin,1998.0,Males,Northern Territory,22,31.5,34.4, ,C43
440,Incidence,Melanoma of the skin,1998.0,Males,Australia,4482,53,63, ,C43
441,Incidence,Melanoma of the skin,1998.0,Females,New South Wales,1120,34.4,38.8, ,C43
442,Incidence,Melanoma of the skin,1998.0,Females,Victoria,751,31.5,35, ,C43
443,Incidence,Melanoma of the skin,1998.0,Females,Queensland,908,54.8,61, ,C43
444,Incidence,Melanoma of the skin,1998.0,Females,Western Australia,327,37.6,42.7, ,C43
445,Incidence,Melanoma of the skin,1998.0,Females,South Australia,276,34.3,38.7, ,C43
446,Incidence,Melanoma of the skin,1998.0,Females,Tasmania,84,34.5,38, ,C43
447,Incidence,Melanoma of the skin,1998.0,Females,Australian Capital Territory,42,31.5,35.4, ,C43
448,Incidence,Melanoma of the skin,1998.0,Females,Northern Territory,15,20.7,21.8, ,C43
449,Incidence,Melanoma of the skin,1998.0,Females,Australia,3518,37.4,41.8, ,C43
450,Incidence,Melanoma of the skin,1998.0,Persons,New South Wales,2678,42.9,50.1, ,C43
451,Incidence,Melanoma of the skin,1998.0,Persons,Victoria,1542,34,38.9, ,C43
452,Incidence,Melanoma of the skin,1998.0,Persons,Queensland,2138,66.5,76, ,C43
453,Incidence,Melanoma of the skin,1998.0,Persons,Western Australia,754,45.1,52.5, ,C43
454,Incidence,Melanoma of the skin,1998.0,Persons,South Australia,577,37.5,43.5, ,C43
455,Incidence,Melanoma of the skin,1998.0,Persons,Tasmania,170,36,41.5, ,C43
456,Incidence,Melanoma of the skin,1998.0,Persons,Australian Capital Territory,97,39.3,45.5, ,C43
457,Incidence,Melanoma of the skin,1998.0,Persons,Northern Territory,37,26.5,28.5, ,C43
458,Incidence,Melanoma of the skin,1998.0,Persons,Australia,8000,44.3,51.1, ,C43
459,Incidence,Melanoma of the skin,1999.0,Males,New South Wales,1650,55.4,66.7, ,C43
460,Incidence,Melanoma of the skin,1999.0,Males,Victoria,884,41.6,49.9, ,C43
461,Incidence,Melanoma of the skin,1999.0,Males,Queensland,1152,73.3,86.5, ,C43
462,Incidence,Melanoma of the skin,1999.0,Males,Western Australia,550,68.1,81.3, ,C43
463,Incidence,Melanoma of the skin,1999.0,Males,South Australia,317,43.7,52.1, ,C43
464,Incidence,Melanoma of the skin,1999.0,Males,Tasmania,89,38.7,44.2, ,C43
465,Incidence,Melanoma of the skin,1999.0,Males,Australian Capital Territory,61,51.1,60.7, ,C43
466,Incidence,Melanoma of the skin,1999.0,Males,Northern Territory,24,34.4,38.3, ,C43
467,Incidence,Melanoma of the skin,1999.0,Males,Australia,4736,54.8,65.4, ,C43
468,Incidence,Melanoma of the skin,1999.0,Females,New South Wales,1129,34.1,38.3, ,C43
469,Incidence,Melanoma of the skin,1999.0,Females,Victoria,784,32,36.2, ,C43
470,Incidence,Melanoma of the skin,1999.0,Females,Queensland,898,52.8,58.4, ,C43
471,Incidence,Melanoma of the skin,1999.0,Females,Western Australia,395,43.7,48.4, ,C43
472,Incidence,Melanoma of the skin,1999.0,Females,South Australia,288,35.7,39.3, ,C43
473,Incidence,Melanoma of the skin,1999.0,Females,Tasmania,102,41.2,45, ,C43
474,Incidence,Melanoma of the skin,1999.0,Females,Australian Capital Territory,45,33.6,38.2, ,C43
475,Incidence,Melanoma of the skin,1999.0,Females,Northern Territory,16,25.8,28.8, ,C43
476,Incidence,Melanoma of the skin,1999.0,Females,Australia,3661,38.1,42.5, ,C43
477,Incidence,Melanoma of the skin,1999.0,Persons,New South Wales,2779,43.6,50.9, ,C43
478,Incidence,Melanoma of the skin,1999.0,Persons,Victoria,1668,36,41.9, ,C43
479,Incidence,Melanoma of the skin,1999.0,Persons,Queensland,2050,62.1,71, ,C43
480,Incidence,Melanoma of the skin,1999.0,Persons,Western Australia,945,54.7,63.3, ,C43
481,Incidence,Melanoma of the skin,1999.0,Persons,South Australia,605,38.8,44.5, ,C43
482,Incidence,Melanoma of the skin,1999.0,Persons,Tasmania,191,39.9,44.6, ,C43
483,Incidence,Melanoma of the skin,1999.0,Persons,Australian Capital Territory,107,41.8,48.5, ,C43
484,Incidence,Melanoma of the skin,1999.0,Persons,Northern Territory,39,30.6,34.2, ,C43
485,Incidence,Melanoma of the skin,1999.0,Persons,Australia,8397,45.5,52.6, ,C43
486,Incidence,Melanoma of the skin,2000.0,Males,New South Wales,1636,54,65.2, ,C43
487,Incidence,Melanoma of the skin,2000.0,Males,Victoria,892,40.6,48.9, ,C43
488,Incidence,Melanoma of the skin,2000.0,Males,Queensland,1301,80.7,95, ,C43
489,Incidence,Melanoma of the skin,2000.0,Males,Western Australia,532,63.5,75.2, ,C43
490,Incidence,Melanoma of the skin,2000.0,Males,South Australia,339,45.8,55.2, ,C43
491,Incidence,Melanoma of the skin,2000.0,Males,Tasmania,110,48.7,58, ,C43
492,Incidence,Melanoma of the skin,2000.0,Males,Australian Capital Territory,61,49,57, ,C43
493,Incidence,Melanoma of the skin,2000.0,Males,Northern Territory,26,35.8,39.8, ,C43
494,Incidence,Melanoma of the skin,2000.0,Males,Australia,4890,55.4,66.1, ,C43
495,Incidence,Melanoma of the skin,2000.0,Females,New South Wales,1189,35.1,40.1, ,C43
496,Incidence,Melanoma of the skin,2000.0,Females,Victoria,839,33.5,38.3, ,C43
497,Incidence,Melanoma of the skin,2000.0,Females,Queensland,964,55.1,61.2, ,C43
498,Incidence,Melanoma of the skin,2000.0,Females,Western Australia,372,40.4,45.3, ,C43
499,Incidence,Melanoma of the skin,2000.0,Females,South Australia,275,33.1,37.2, ,C43
500,Incidence,Melanoma of the skin,2000.0,Females,Tasmania,118,48,52.4, ,C43
501,Incidence,Melanoma of the skin,2000.0,Females,Australian Capital Territory,43,30.7,34.5, ,C43
502,Incidence,Melanoma of the skin,2000.0,Females,Northern Territory,19,28,30.2, ,C43
503,Incidence,Melanoma of the skin,2000.0,Females,Australia,3826,38.9,43.9, ,C43
504,Incidence,Melanoma of the skin,2000.0,Persons,New South Wales,2825,43.5,51, ,C43
505,Incidence,Melanoma of the skin,2000.0,Persons,Victoria,1731,36.5,42.9, ,C43
506,Incidence,Melanoma of the skin,2000.0,Persons,Queensland,2265,67,76.7, ,C43
507,Incidence,Melanoma of the skin,2000.0,Persons,Western Australia,904,51.1,59, ,C43
508,Incidence,Melanoma of the skin,2000.0,Persons,South Australia,614,38.5,44.9, ,C43
509,Incidence,Melanoma of the skin,2000.0,Persons,Tasmania,228,47.3,53.7, ,C43
510,Incidence,Melanoma of the skin,2000.0,Persons,Australian Capital Territory,105,39.4,45.2, ,C43
511,Incidence,Melanoma of the skin,2000.0,Persons,Northern Territory,45,32.3,35.4, ,C43
512,Incidence,Melanoma of the skin,2000.0,Persons,Australia,8716,46.2,53.7, ,C43
513,Incidence,Melanoma of the skin,2001.0,Males,New South Wales,1760,56.9,69.1, ,C43
514,Incidence,Melanoma of the skin,2001.0,Males,Victoria,927,41.5,49.4, ,C43
515,Incidence,Melanoma of the skin,2001.0,Males,Queensland,1357,81.9,97.4, ,C43
516,Incidence,Melanoma of the skin,2001.0,Males,Western Australia,511,59.6,70.5, ,C43
517,Incidence,Melanoma of the skin,2001.0,Males,South Australia,369,48.8,56.7, ,C43
518,Incidence,Melanoma of the skin,2001.0,Males,Tasmania,103,44.3,53.3, ,C43
519,Incidence,Melanoma of the skin,2001.0,Males,Australian Capital Territory,61,47.1,54.8, ,C43
520,Incidence,Melanoma of the skin,2001.0,Males,Northern Territory,26,35.8,40.7, ,C43
521,Incidence,Melanoma of the skin,2001.0,Males,Australia,5101,56.4,67.5, ,C43
522,Incidence,Melanoma of the skin,2001.0,Females,New South Wales,1245,36.1,41.1, ,C43
523,Incidence,Melanoma of the skin,2001.0,Females,Victoria,813,32.2,36.3, ,C43
524,Incidence,Melanoma of the skin,2001.0,Females,Queensland,992,55.5,61.7, ,C43
525,Incidence,Melanoma of the skin,2001.0,Females,Western Australia,396,42,47.5, ,C43
526,Incidence,Melanoma of the skin,2001.0,Females,South Australia,254,30.5,33.7, ,C43
527,Incidence,Melanoma of the skin,2001.0,Females,Tasmania,106,42.2,46.9, ,C43
528,Incidence,Melanoma of the skin,2001.0,Females,Australian Capital Territory,48,33.4,37.7, ,C43
529,Incidence,Melanoma of the skin,2001.0,Females,Northern Territory,21,30.1,32.7, ,C43
530,Incidence,Melanoma of the skin,2001.0,Females,Australia,3896,38.9,43.8, ,C43
531,Incidence,Melanoma of the skin,2001.0,Persons,New South Wales,3005,45.3,53.4, ,C43
532,Incidence,Melanoma of the skin,2001.0,Persons,Victoria,1740,36,41.7, ,C43
533,Incidence,Melanoma of the skin,2001.0,Persons,Queensland,2349,67.6,77.9, ,C43
534,Incidence,Melanoma of the skin,2001.0,Persons,Western Australia,907,50,57.9, ,C43
535,Incidence,Melanoma of the skin,2001.0,Persons,South Australia,623,38.9,44.2, ,C43
536,Incidence,Melanoma of the skin,2001.0,Persons,Tasmania,209,42.5,48.9, ,C43
537,Incidence,Melanoma of the skin,2001.0,Persons,Australian Capital Territory,109,40.1,46.1, ,C43
538,Incidence,Melanoma of the skin,2001.0,Persons,Northern Territory,47,33.3,37.2, ,C43
539,Incidence,Melanoma of the skin,2001.0,Persons,Australia,8997,46.7,54.2, ,C43
540,Incidence,Melanoma of the skin,2002.0,Males,New South Wales,1987,62.8,76.5, ,C43
541,Incidence,Melanoma of the skin,2002.0,Males,Victoria,996,43.5,52.2, ,C43
542,Incidence,Melanoma of the skin,2002.0,Males,Queensland,1465,85.5,101.2, ,C43
543,Incidence,Melanoma of the skin,2002.0,Males,Western Australia,637,72.1,85.9, ,C43
544,Incidence,Melanoma of the skin,2002.0,Males,South Australia,339,44.1,52.1, ,C43
545,Incidence,Melanoma of the skin,2002.0,Males,Tasmania,115,48.3,55.9, ,C43
546,Incidence,Melanoma of the skin,2002.0,Males,Australian Capital Territory,59,44.2,51.3, ,C43
547,Incidence,Melanoma of the skin,2002.0,Males,Northern Territory,25,33.3,37.8, ,C43
548,Incidence,Melanoma of the skin,2002.0,Males,Australia,5620,60.7,72.7, ,C43
549,Incidence,Melanoma of the skin,2002.0,Females,New South Wales,1347,38.5,44.1, ,C43
550,Incidence,Melanoma of the skin,2002.0,Females,Victoria,834,32.2,36.3, ,C43
551,Incidence,Melanoma of the skin,2002.0,Females,Queensland,1096,59.3,66.7, ,C43
552,Incidence,Melanoma of the skin,2002.0,Females,Western Australia,444,46.2,52.8, ,C43
553,Incidence,Melanoma of the skin,2002.0,Females,South Australia,333,39.1,44.3, ,C43
554,Incidence,Melanoma of the skin,2002.0,Females,Tasmania,109,42.5,47.4, ,C43
555,Incidence,Melanoma of the skin,2002.0,Females,Australian Capital Territory,49,33.5,38, ,C43
556,Incidence,Melanoma of the skin,2002.0,Females,Northern Territory,20,28.3,31.1, ,C43
557,Incidence,Melanoma of the skin,2002.0,Females,Australia,4235,41.4,46.9, ,C43
558,Incidence,Melanoma of the skin,2002.0,Persons,New South Wales,3334,49.4,58.5, ,C43
559,Incidence,Melanoma of the skin,2002.0,Persons,Victoria,1830,37.2,43.2, ,C43
560,Incidence,Melanoma of the skin,2002.0,Persons,Queensland,2561,71.4,82.6, ,C43
561,Incidence,Melanoma of the skin,2002.0,Persons,Western Australia,1081,58.1,67.7, ,C43
562,Incidence,Melanoma of the skin,2002.0,Persons,South Australia,672,41.1,47.4, ,C43
563,Incidence,Melanoma of the skin,2002.0,Persons,Tasmania,224,45.2,51.3, ,C43
564,Incidence,Melanoma of the skin,2002.0,Persons,Australian Capital Territory,108,38.8,44.5, ,C43
565,Incidence,Melanoma of the skin,2002.0,Persons,Northern Territory,45,31.2,34.9, ,C43
566,Incidence,Melanoma of the skin,2002.0,Persons,Australia,9855,50.1,58.4, ,C43
567,Incidence,Melanoma of the skin,2003.0,Males,New South Wales,1899,59.6,72.2, ,C43
568,Incidence,Melanoma of the skin,2003.0,Males,Victoria,985,42.2,51, ,C43
569,Incidence,Melanoma of the skin,2003.0,Males,Queensland,1422,79.9,95.6, ,C43
570,Incidence,Melanoma of the skin,2003.0,Males,Western Australia,674,73.8,87.6, ,C43
571,Incidence,Melanoma of the skin,2003.0,Males,South Australia,377,48.4,58.1, ,C43
572,Incidence,Melanoma of the skin,2003.0,Males,Tasmania,119,49.6,57.5, ,C43
573,Incidence,Melanoma of the skin,2003.0,Males,Australian Capital Territory,59,45.1,53.2, ,C43
574,Incidence,Melanoma of the skin,2003.0,Males,Northern Territory,27,36.2,41.5, ,C43
575,Incidence,Melanoma of the skin,2003.0,Males,Australia,5578,59.1,71, ,C43
576,Incidence,Melanoma of the skin,2003.0,Females,New South Wales,1370,38.5,44, ,C43
577,Incidence,Melanoma of the skin,2003.0,Females,Victoria,774,29.4,33.6, ,C43
578,Incidence,Melanoma of the skin,2003.0,Females,Queensland,1017,53.4,59.9, ,C43
579,Incidence,Melanoma of the skin,2003.0,Females,Western Australia,416,42.2,48, ,C43
580,Incidence,Melanoma of the skin,2003.0,Females,South Australia,287,33.3,37.9, ,C43
581,Incidence,Melanoma of the skin,2003.0,Females,Tasmania,98,37.9,41.7, ,C43
582,Incidence,Melanoma of the skin,2003.0,Females,Australian Capital Territory,50,33,37.4, ,C43
583,Incidence,Melanoma of the skin,2003.0,Females,Northern Territory,22,28.9,31.1, ,C43
584,Incidence,Melanoma of the skin,2003.0,Females,Australia,4026,38.7,43.8, ,C43
585,Incidence,Melanoma of the skin,2003.0,Persons,New South Wales,3269,47.8,56.3, ,C43
586,Incidence,Melanoma of the skin,2003.0,Persons,Victoria,1759,35,41.2, ,C43
587,Incidence,Melanoma of the skin,2003.0,Persons,Queensland,2439,65.7,76.3, ,C43
588,Incidence,Melanoma of the skin,2003.0,Persons,Western Australia,1090,57.1,66.5, ,C43
589,Incidence,Melanoma of the skin,2003.0,Persons,South Australia,664,39.7,46.4, ,C43
590,Incidence,Melanoma of the skin,2003.0,Persons,Tasmania,217,43.2,48.8, ,C43
591,Incidence,Melanoma of the skin,2003.0,Persons,Australian Capital Territory,109,38.7,44.8, ,C43
592,Incidence,Melanoma of the skin,2003.0,Persons,Northern Territory,49,33,36.9, ,C43
593,Incidence,Melanoma of the skin,2003.0,Persons,Australia,9604,47.8,55.9, ,C43
594,Incidence,Melanoma of the skin,2004.0,Males,New South Wales,2001,61.6,75.5, ,C43
595,Incidence,Melanoma of the skin,2004.0,Males,Victoria,1093,45.9,55.7, ,C43
596,Incidence,Melanoma of the skin,2004.0,Males,Queensland,1323,72.7,87.3, ,C43
597,Incidence,Melanoma of the skin,2004.0,Males,Western Australia,581,63,76.9, ,C43
598,Incidence,Melanoma of the skin,2004.0,Males,South Australia,383,48,57.2, ,C43
