,Data type,Cancer group/site,Year,Sex,Age group (years),Count,"Age-specific rate
(per 100,000)","Age-standardised rate
2001 Australian Standard Population (per 100,000)","Age-standardised rate
2023 Australian population 
(per 100,000)","Age-standardised rate
 (WHO) (per 100,000)","Age-standardised rate
 (Segi) (per 100,000)",ICD10 codes
1105,Actual,Melanoma of the skin,1995,Females,25_29,176.0,25.7,. .,. .,. .,. .,C43
1106,Actual,Melanoma of the skin,1995,Females,30_34,272.0,37.3,. .,. .,. .,. .,C43
1107,Actual,Melanoma of the skin,1995,Females,35_39,270.0,38.0,. .,. .,. .,. .,C43
1108,Actual,Melanoma of the skin,1995,Females,40_44,274.0,41.2,. .,. .,. .,. .,C43
1109,Actual,Melanoma of the skin,1995,Females,45_49,328.0,53.4,. .,. .,. .,. .,C43
1110,Actual,Melanoma of the skin,1995,Females,50_54,270.0,56.9,. .,. .,. .,. .,C43
1111,Actual,Melanoma of the skin,1995,Females,55_59,237.0,60.2,. .,. .,. .,. .,C43
1112,Actual,Melanoma of the skin,1995,Females,60_64,256.0,72.0,. .,. .,. .,. .,C43
1113,Actual,Melanoma of the skin,1995,Females,65_69,284.0,80.5,. .,. .,. .,. .,C43
1114,Actual,Melanoma of the skin,1995,Females,70_74,266.0,82.7,. .,. .,. .,. .,C43
1115,Actual,Melanoma of the skin,1995,Females,75_79,225.0,96.8,. .,. .,. .,. .,C43
1116,Actual,Melanoma of the skin,1995,Females,80_84,165.0,96.1,. .,. .,. .,. .,C43
1117,Actual,Melanoma of the skin,1995,Females,85_89,94.0,104.9,. .,. .,. .,. .,C43
1118,Actual,Melanoma of the skin,1995,Females,90+,31.0,70.2,. .,. .,. .,. .,C43
1119,Actual,Melanoma of the skin,1995,Females,All ages combined,3319.0,36.7,37.2,41.4,31.3,28.5,C43
1120,Actual,Melanoma of the skin,1996,Females,00_04,1.0,0.2,. .,. .,. .,. .,C43
1121,Actual,Melanoma of the skin,1996,Females,05_09,4.0,0.6,. .,. .,. .,. .,C43
1122,Actual,Melanoma of the skin,1996,Females,10_14,17.0,2.7,. .,. .,. .,. .,C43
1123,Actual,Melanoma of the skin,1996,Females,15_19,61.0,9.8,. .,. .,. .,. .,C43
1124,Actual,Melanoma of the skin,1996,Females,20_24,105.0,15.4,. .,. .,. .,. .,C43
1125,Actual,Melanoma of the skin,1996,Females,25_29,165.0,23.5,. .,. .,. .,. .,C43
1126,Actual,Melanoma of the skin,1996,Females,30_34,233.0,32.3,. .,. .,. .,. .,C43
1127,Actual,Melanoma of the skin,1996,Females,35_39,284.0,39.1,. .,. .,. .,. .,C43
1128,Actual,Melanoma of the skin,1996,Females,40_44,297.0,43.9,. .,. .,. .,. .,C43
1129,Actual,Melanoma of the skin,1996,Females,45_49,327.0,51.3,. .,. .,. .,. .,C43
1130,Actual,Melanoma of the skin,1996,Females,50_54,326.0,65.9,. .,. .,. .,. .,C43
1131,Actual,Melanoma of the skin,1996,Females,55_59,254.0,62.6,. .,. .,. .,. .,C43
1132,Actual,Melanoma of the skin,1996,Females,60_64,279.0,78.6,. .,. .,. .,. .,C43
1133,Actual,Melanoma of the skin,1996,Females,65_69,282.0,79.9,. .,. .,. .,. .,C43
1134,Actual,Melanoma of the skin,1996,Females,70_74,306.0,94.0,. .,. .,. .,. .,C43
1135,Actual,Melanoma of the skin,1996,Females,75_79,225.0,92.7,. .,. .,. .,. .,C43
1136,Actual,Melanoma of the skin,1996,Females,80_84,174.0,99.0,. .,. .,. .,. .,C43
1137,Actual,Melanoma of the skin,1996,Females,85_89,107.0,113.4,. .,. .,. .,. .,C43
1138,Actual,Melanoma of the skin,1996,Females,90+,41.0,88.1,. .,. .,. .,. .,C43
1139,Actual,Melanoma of the skin,1996,Females,All ages combined,3488.0,38.1,38.5,42.9,32.2,29.5,C43
1140,Actual,Melanoma of the skin,1997,Females,00_04,0.0,0.0,. .,. .,. .,. .,C43
1141,Actual,Melanoma of the skin,1997,Females,05_09,0.0,0.0,. .,. .,. .,. .,C43
1142,Actual,Melanoma of the skin,1997,Females,10_14,7.0,1.1,. .,. .,. .,. .,C43
1143,Actual,Melanoma of the skin,1997,Females,15_19,63.0,10.2,. .,. .,. .,. .,C43
1144,Actual,Melanoma of the skin,1997,Females,20_24,116.0,17.4,. .,. .,. .,. .,C43
1145,Actual,Melanoma of the skin,1997,Females,25_29,181.0,25.1,. .,. .,. .,. .,C43
1146,Actual,Melanoma of the skin,1997,Females,30_34,232.0,32.6,. .,. .,. .,. .,C43
1147,Actual,Melanoma of the skin,1997,Females,35_39,290.0,39.2,. .,. .,. .,. .,C43
1148,Actual,Melanoma of the skin,1997,Females,40_44,343.0,49.8,. .,. .,. .,. .,C43
1149,Actual,Melanoma of the skin,1997,Females,45_49,350.0,54.7,. .,. .,. .,. .,C43
1150,Actual,Melanoma of the skin,1997,Females,50_54,375.0,70.2,. .,. .,. .,. .,C43
1151,Actual,Melanoma of the skin,1997,Females,55_59,295.0,70.4,. .,. .,. .,. .,C43
1152,Actual,Melanoma of the skin,1997,Females,60_64,270.0,74.6,. .,. .,. .,. .,C43
1153,Actual,Melanoma of the skin,1997,Females,65_69,308.0,87.9,. .,. .,. .,. .,C43
1154,Actual,Melanoma of the skin,1997,Females,70_74,310.0,94.8,. .,. .,. .,. .,C43
1155,Actual,Melanoma of the skin,1997,Females,75_79,270.0,105.8,. .,. .,. .,. .,C43
1156,Actual,Melanoma of the skin,1997,Females,80_84,177.0,98.9,. .,. .,. .,. .,C43
1157,Actual,Melanoma of the skin,1997,Females,85_89,119.0,119.0,. .,. .,. .,. .,C43
1158,Actual,Melanoma of the skin,1997,Females,90+,45.0,92.5,. .,. .,. .,. .,C43
1159,Actual,Melanoma of the skin,1997,Females,All ages combined,3751.0,40.5,40.6,45.2,33.9,30.9,C43
1160,Actual,Melanoma of the skin,1998,Females,00_04,1.0,0.2,. .,. .,. .,. .,C43
1161,Actual,Melanoma of the skin,1998,Females,05_09,1.0,0.2,. .,. .,. .,. .,C43
1162,Actual,Melanoma of the skin,1998,Females,10_14,6.0,0.9,. .,. .,. .,. .,C43
1163,Actual,Melanoma of the skin,1998,Females,15_19,36.0,5.8,. .,. .,. .,. .,C43
1164,Actual,Melanoma of the skin,1998,Females,20_24,93.0,14.4,. .,. .,. .,. .,C43
1165,Actual,Melanoma of the skin,1998,Females,25_29,151.0,20.7,. .,. .,. .,. .,C43
1166,Actual,Melanoma of the skin,1998,Females,30_34,242.0,34.3,. .,. .,. .,. .,C43
1167,Actual,Melanoma of the skin,1998,Females,35_39,265.0,35.4,. .,. .,. .,. .,C43
1168,Actual,Melanoma of the skin,1998,Females,40_44,307.0,43.9,. .,. .,. .,. .,C43
1169,Actual,Melanoma of the skin,1998,Females,45_49,317.0,48.7,. .,. .,. .,. .,C43
1170,Actual,Melanoma of the skin,1998,Females,50_54,356.0,62.5,. .,. .,. .,. .,C43
1171,Actual,Melanoma of the skin,1998,Females,55_59,289.0,67.0,. .,. .,. .,. .,C43
1172,Actual,Melanoma of the skin,1998,Females,60_64,296.0,79.9,. .,. .,. .,. .,C43
1173,Actual,Melanoma of the skin,1998,Females,65_69,274.0,78.9,. .,. .,. .,. .,C43
1174,Actual,Melanoma of the skin,1998,Females,70_74,267.0,81.1,. .,. .,. .,. .,C43
1175,Actual,Melanoma of the skin,1998,Females,75_79,267.0,99.9,. .,. .,. .,. .,C43
1176,Actual,Melanoma of the skin,1998,Females,80_84,180.0,99.4,. .,. .,. .,. .,C43
1177,Actual,Melanoma of the skin,1998,Females,85_89,129.0,122.7,. .,. .,. .,. .,C43
1178,Actual,Melanoma of the skin,1998,Females,90+,41.0,80.7,. .,. .,. .,. .,C43
1179,Actual,Melanoma of the skin,1998,Females,All ages combined,3518.0,37.6,37.4,41.8,31,28.2,C43
1180,Actual,Melanoma of the skin,1999,Females,00_04,1.0,0.2,. .,. .,. .,. .,C43
1181,Actual,Melanoma of the skin,1999,Females,05_09,2.0,0.3,. .,. .,. .,. .,C43
1182,Actual,Melanoma of the skin,1999,Females,10_14,7.0,1.1,. .,. .,. .,. .,C43
1183,Actual,Melanoma of the skin,1999,Females,15_19,34.0,5.4,. .,. .,. .,. .,C43
1184,Actual,Melanoma of the skin,1999,Females,20_24,119.0,18.7,. .,. .,. .,. .,C43
1185,Actual,Melanoma of the skin,1999,Females,25_29,147.0,20.2,. .,. .,. .,. .,C43
1186,Actual,Melanoma of the skin,1999,Females,30_34,208.0,29.4,. .,. .,. .,. .,C43
1187,Actual,Melanoma of the skin,1999,Females,35_39,281.0,37.3,. .,. .,. .,. .,C43
1188,Actual,Melanoma of the skin,1999,Females,40_44,301.0,42.4,. .,. .,. .,. .,C43
1189,Actual,Melanoma of the skin,1999,Females,45_49,387.0,58.5,. .,. .,. .,. .,C43
1190,Actual,Melanoma of the skin,1999,Females,50_54,380.0,63.9,. .,. .,. .,. .,C43
1191,Actual,Melanoma of the skin,1999,Females,55_59,295.0,65.6,. .,. .,. .,. .,C43
1192,Actual,Melanoma of the skin,1999,Females,60_64,254.0,66.5,. .,. .,. .,. .,C43
1193,Actual,Melanoma of the skin,1999,Females,65_69,289.0,84.0,. .,. .,. .,. .,C43
1194,Actual,Melanoma of the skin,1999,Females,70_74,302.0,91.1,. .,. .,. .,. .,C43
1195,Actual,Melanoma of the skin,1999,Females,75_79,274.0,98.1,. .,. .,. .,. .,C43
1196,Actual,Melanoma of the skin,1999,Females,80_84,209.0,114.8,. .,. .,. .,. .,C43
1197,Actual,Melanoma of the skin,1999,Females,85_89,112.0,100.7,. .,. .,. .,. .,C43
1198,Actual,Melanoma of the skin,1999,Females,90+,59.0,109.4,. .,. .,. .,. .,C43
1199,Actual,Melanoma of the skin,1999,Females,All ages combined,3661.0,38.7,38.1,42.5,31.5,28.7,C43
1200,Actual,Melanoma of the skin,2000,Females,00_04,0.0,0.0,. .,. .,. .,. .,C43
1201,Actual,Melanoma of the skin,2000,Females,05_09,1.0,0.2,. .,. .,. .,. .,C43
1202,Actual,Melanoma of the skin,2000,Females,10_14,5.0,0.8,. .,. .,. .,. .,C43
1203,Actual,Melanoma of the skin,2000,Females,15_19,38.0,5.9,. .,. .,. .,. .,C43
1204,Actual,Melanoma of the skin,2000,Females,20_24,93.0,14.8,. .,. .,. .,. .,C43
1205,Actual,Melanoma of the skin,2000,Females,25_29,150.0,20.8,. .,. .,. .,. .,C43
1206,Actual,Melanoma of the skin,2000,Females,30_34,220.0,30.8,. .,. .,. .,. .,C43
1207,Actual,Melanoma of the skin,2000,Females,35_39,301.0,40.0,. .,. .,. .,. .,C43
1208,Actual,Melanoma of the skin,2000,Females,40_44,315.0,43.5,. .,. .,. .,. .,C43
1209,Actual,Melanoma of the skin,2000,Females,45_49,356.0,53.1,. .,. .,. .,. .,C43
1210,Actual,Melanoma of the skin,2000,Females,50_54,372.0,60.1,. .,. .,. .,. .,C43
1211,Actual,Melanoma of the skin,2000,Females,55_59,314.0,66.7,. .,. .,. .,. .,C43
1212,Actual,Melanoma of the skin,2000,Females,60_64,282.0,71.5,. .,. .,. .,. .,C43
1213,Actual,Melanoma of the skin,2000,Females,65_69,304.0,88.7,. .,. .,. .,. .,C43
1214,Actual,Melanoma of the skin,2000,Females,70_74,329.0,99.2,. .,. .,. .,. .,C43
1215,Actual,Melanoma of the skin,2000,Females,75_79,338.0,118.2,. .,. .,. .,. .,C43
1216,Actual,Melanoma of the skin,2000,Females,80_84,206.0,109.1,. .,. .,. .,. .,C43
1217,Actual,Melanoma of the skin,2000,Females,85_89,135.0,116.4,. .,. .,. .,. .,C43
1218,Actual,Melanoma of the skin,2000,Females,90+,67.0,115.3,. .,. .,. .,. .,C43
1219,Actual,Melanoma of the skin,2000,Females,All ages combined,3826.0,39.9,38.9,43.9,32,29,C43
1220,Actual,Melanoma of the skin,2001,Females,00_04,1.0,0.2,. .,. .,. .,. .,C43
1221,Actual,Melanoma of the skin,2001,Females,05_09,5.0,0.8,. .,. .,. .,. .,C43
1222,Actual,Melanoma of the skin,2001,Females,10_14,7.0,1.1,. .,. .,. .,. .,C43
1223,Actual,Melanoma of the skin,2001,Females,15_19,41.0,6.3,. .,. .,. .,. .,C43
1224,Actual,Melanoma of the skin,2001,Females,20_24,79.0,12.4,. .,. .,. .,. .,C43
1225,Actual,Melanoma of the skin,2001,Females,25_29,144.0,20.6,. .,. .,. .,. .,C43
1226,Actual,Melanoma of the skin,2001,Females,30_34,218.0,29.7,. .,. .,. .,. .,C43
1227,Actual,Melanoma of the skin,2001,Females,35_39,279.0,37.4,. .,. .,. .,. .,C43
1228,Actual,Melanoma of the skin,2001,Females,40_44,349.0,47.1,. .,. .,. .,. .,C43
1229,Actual,Melanoma of the skin,2001,Females,45_49,349.0,51.4,. .,. .,. .,. .,C43
1230,Actual,Melanoma of the skin,2001,Females,50_54,417.0,64.8,. .,. .,. .,. .,C43
1231,Actual,Melanoma of the skin,2001,Females,55_59,330.0,67.0,. .,. .,. .,. .,C43
1232,Actual,Melanoma of the skin,2001,Females,60_64,320.0,79.0,. .,. .,. .,. .,C43
1233,Actual,Melanoma of the skin,2001,Females,65_69,304.0,88.2,. .,. .,. .,. .,C43
1234,Actual,Melanoma of the skin,2001,Females,70_74,345.0,103.7,. .,. .,. .,. .,C43
1235,Actual,Melanoma of the skin,2001,Females,75_79,308.0,106.2,. .,. .,. .,. .,C43
1236,Actual,Melanoma of the skin,2001,Females,80_84,215.0,107.3,. .,. .,. .,. .,C43
1237,Actual,Melanoma of the skin,2001,Females,85_89,133.0,110.7,. .,. .,. .,. .,C43
1238,Actual,Melanoma of the skin,2001,Females,90+,52.0,83.9,. .,. .,. .,. .,C43
1239,Actual,Melanoma of the skin,2001,Females,All ages combined,3896.0,40.1,38.9,43.8,32.1,29.2,C43
1240,Actual,Melanoma of the skin,2002,Females,00_04,1.0,0.2,. .,. .,. .,. .,C43
1241,Actual,Melanoma of the skin,2002,Females,05_09,4.0,0.6,. .,. .,. .,. .,C43
1242,Actual,Melanoma of the skin,2002,Females,10_14,10.0,1.5,. .,. .,. .,. .,C43
1243,Actual,Melanoma of the skin,2002,Females,15_19,42.0,6.3,. .,. .,. .,. .,C43
1244,Actual,Melanoma of the skin,2002,Females,20_24,93.0,14.4,. .,. .,. .,. .,C43
1245,Actual,Melanoma of the skin,2002,Females,25_29,146.0,21.4,. .,. .,. .,. .,C43
1246,Actual,Melanoma of the skin,2002,Females,30_34,220.0,29.3,. .,. .,. .,. .,C43
1247,Actual,Melanoma of the skin,2002,Females,35_39,253.0,34.3,. .,. .,. .,. .,C43
1248,Actual,Melanoma of the skin,2002,Females,40_44,326.0,43.2,. .,. .,. .,. .,C43
1249,Actual,Melanoma of the skin,2002,Females,45_49,398.0,57.7,. .,. .,. .,. .,C43
1250,Actual,Melanoma of the skin,2002,Females,50_54,433.0,67.3,. .,. .,. .,. .,C43
1251,Actual,Melanoma of the skin,2002,Females,55_59,423.0,79.5,. .,. .,. .,. .,C43
1252,Actual,Melanoma of the skin,2002,Females,60_64,379.0,91.1,. .,. .,. .,. .,C43
1253,Actual,Melanoma of the skin,2002,Females,65_69,332.0,94.3,. .,. .,. .,. .,C43
1254,Actual,Melanoma of the skin,2002,Females,70_74,344.0,104.3,. .,. .,. .,. .,C43
1255,Actual,Melanoma of the skin,2002,Females,75_79,321.0,109.9,. .,. .,. .,. .,C43
1256,Actual,Melanoma of the skin,2002,Females,80_84,274.0,130.8,. .,. .,. .,. .,C43
1257,Actual,Melanoma of the skin,2002,Females,85_89,165.0,134.2,. .,. .,. .,. .,C43
1258,Actual,Melanoma of the skin,2002,Females,90+,71.0,109.2,. .,. .,. .,. .,C43
1259,Actual,Melanoma of the skin,2002,Females,All ages combined,4235.0,43.1,41.4,46.9,34,31,C43
1260,Actual,Melanoma of the skin,2003,Females,00_04,0.0,0.0,. .,. .,. .,. .,C43
1261,Actual,Melanoma of the skin,2003,Females,05_09,2.0,0.3,. .,. .,. .,. .,C43
1262,Actual,Melanoma of the skin,2003,Females,10_14,4.0,0.6,. .,. .,. .,. .,C43
1263,Actual,Melanoma of the skin,2003,Females,15_19,31.0,4.6,. .,. .,. .,. .,C43
1264,Actual,Melanoma of the skin,2003,Females,20_24,95.0,14.3,. .,. .,. .,. .,C43
1265,Actual,Melanoma of the skin,2003,Females,25_29,123.0,18.3,. .,. .,. .,. .,C43
1266,Actual,Melanoma of the skin,2003,Females,30_34,211.0,27.7,. .,. .,. .,. .,C43
1267,Actual,Melanoma of the skin,2003,Females,35_39,261.0,35.7,. .,. .,. .,. .,C43
1268,Actual,Melanoma of the skin,2003,Females,40_44,330.0,43.1,. .,. .,. .,. .,C43
1269,Actual,Melanoma of the skin,2003,Females,45_49,370.0,52.6,. .,. .,. .,. .,C43
1270,Actual,Melanoma of the skin,2003,Females,50_54,397.0,61.1,. .,. .,. .,. .,C43
1271,Actual,Melanoma of the skin,2003,Females,55_59,405.0,71.5,. .,. .,. .,. .,C43
1272,Actual,Melanoma of the skin,2003,Females,60_64,332.0,77.7,. .,. .,. .,. .,C43
1273,Actual,Melanoma of the skin,2003,Females,65_69,344.0,95.3,. .,. .,. .,. .,C43
1274,Actual,Melanoma of the skin,2003,Females,70_74,331.0,101.5,. .,. .,. .,. .,C43
1275,Actual,Melanoma of the skin,2003,Females,75_79,299.0,101.4,. .,. .,. .,. .,C43
1276,Actual,Melanoma of the skin,2003,Females,80_84,252.0,115.2,. .,. .,. .,. .,C43
1277,Actual,Melanoma of the skin,2003,Females,85_89,169.0,135.5,. .,. .,. .,. .,C43
1278,Actual,Melanoma of the skin,2003,Females,90+,70.0,103.6,. .,. .,. .,. .,C43
1279,Actual,Melanoma of the skin,2003,Females,All ages combined,4026.0,40.5,38.7,43.8,31.6,28.8,C43
1280,Actual,Melanoma of the skin,2004,Females,00_04,0.0,0.0,. .,. .,. .,. .,C43
1281,Actual,Melanoma of the skin,2004,Females,05_09,0.0,0.0,. .,. .,. .,. .,C43
1282,Actual,Melanoma of the skin,2004,Females,10_14,5.0,0.7,. .,. .,. .,. .,C43
1283,Actual,Melanoma of the skin,2004,Females,15_19,34.0,5.1,. .,. .,. .,. .,C43
1284,Actual,Melanoma of the skin,2004,Females,20_24,91.0,13.4,. .,. .,. .,. .,C43
1285,Actual,Melanoma of the skin,2004,Females,25_29,137.0,20.5,. .,. .,. .,. .,C43
1286,Actual,Melanoma of the skin,2004,Females,30_34,217.0,28.5,. .,. .,. .,. .,C43
1287,Actual,Melanoma of the skin,2004,Females,35_39,236.0,32.3,. .,. .,. .,. .,C43
1288,Actual,Melanoma of the skin,2004,Females,40_44,313.0,40.6,. .,. .,. .,. .,C43
1289,Actual,Melanoma of the skin,2004,Females,45_49,416.0,58.0,. .,. .,. .,. .,C43
1290,Actual,Melanoma of the skin,2004,Females,50_54,422.0,64.2,. .,. .,. .,. .,C43
1291,Actual,Melanoma of the skin,2004,Females,55_59,457.0,77.6,. .,. .,. .,. .,C43
1292,Actual,Melanoma of the skin,2004,Females,60_64,401.0,90.1,. .,. .,. .,. .,C43
1293,Actual,Melanoma of the skin,2004,Females,65_69,367.0,98.8,. .,. .,. .,. .,C43
1294,Actual,Melanoma of the skin,2004,Females,70_74,318.0,98.5,. .,. .,. .,. .,C43
1295,Actual,Melanoma of the skin,2004,Females,75_79,354.0,119.4,. .,. .,. .,. .,C43
1296,Actual,Melanoma of the skin,2004,Females,80_84,254.0,111.7,. .,. .,. .,. .,C43
1297,Actual,Melanoma of the skin,2004,Females,85_89,169.0,134.6,. .,. .,. .,. .,C43
1298,Actual,Melanoma of the skin,2004,Females,90+,83.0,117.0,. .,. .,. .,. .,C43
1299,Actual,Melanoma of the skin,2004,Females,All ages combined,4274.0,42.6,40.3,45.9,32.9,30,C43
1300,Actual,Melanoma of the skin,2005,Females,00_04,0.0,0.0,. .,. .,. .,. .,C43
1301,Actual,Melanoma of the skin,2005,Females,05_09,1.0,0.2,. .,. .,. .,. .,C43
1302,Actual,Melanoma of the skin,2005,Females,10_14,4.0,0.6,. .,. .,. .,. .,C43
1303,Actual,Melanoma of the skin,2005,Females,15_19,28.0,4.2,. .,. .,. .,. .,C43
1304,Actual,Melanoma of the skin,2005,Females,20_24,78.0,11.2,. .,. .,. .,. .,C43
1305,Actual,Melanoma of the skin,2005,Females,25_29,168.0,25.0,. .,. .,. .,. .,C43
1306,Actual,Melanoma of the skin,2005,Females,30_34,240.0,31.8,. .,. .,. .,. .,C43
1307,Actual,Melanoma of the skin,2005,Females,35_39,256.0,34.7,. .,. .,. .,. .,C43
1308,Actual,Melanoma of the skin,2005,Females,40_44,374.0,48.6,. .,. .,. .,. .,C43
1309,Actual,Melanoma of the skin,2005,Females,45_49,425.0,58.1,. .,. .,. .,. .,C43
1310,Actual,Melanoma of the skin,2005,Females,50_54,443.0,66.5,. .,. .,. .,. .,C43
1311,Actual,Melanoma of the skin,2005,Females,55_59,466.0,76.3,. .,. .,. .,. .,C43
1312,Actual,Melanoma of the skin,2005,Females,60_64,439.0,94.3,. .,. .,. .,. .,C43
1313,Actual,Melanoma of the skin,2005,Females,65_69,431.0,112.8,. .,. .,. .,. .,C43
1314,Actual,Melanoma of the skin,2005,Females,70_74,363.0,112.7,. .,. .,. .,. .,C43
1315,Actual,Melanoma of the skin,2005,Females,75_79,371.0,125.1,. .,. .,. .,. .,C43
1316,Actual,Melanoma of the skin,2005,Females,80_84,325.0,139.1,. .,. .,. .,. .,C43
1317,Actual,Melanoma of the skin,2005,Females,85_89,166.0,127.2,. .,. .,. .,. .,C43
1318,Actual,Melanoma of the skin,2005,Females,90+,111.0,147.7,. .,. .,. .,. .,C43
1319,Actual,Melanoma of the skin,2005,Females,All ages combined,4689.0,46.2,43.4,49.6,35.3,32.1,C43
1320,Actual,Melanoma of the skin,2006,Females,00_04,0.0,0.0,. .,. .,. .,. .,C43
1321,Actual,Melanoma of the skin,2006,Females,05_09,0.0,0.0,. .,. .,. .,. .,C43
1322,Actual,Melanoma of the skin,2006,Females,10_14,3.0,0.4,. .,. .,. .,. .,C43
1323,Actual,Melanoma of the skin,2006,Females,15_19,27.0,4.0,. .,. .,. .,. .,C43
1324,Actual,Melanoma of the skin,2006,Females,20_24,79.0,11.1,. .,. .,. .,. .,C43
1325,Actual,Melanoma of the skin,2006,Females,25_29,141.0,20.6,. .,. .,. .,. .,C43
1326,Actual,Melanoma of the skin,2006,Females,30_34,210.0,28.4,. .,. .,. .,. .,C43
1327,Actual,Melanoma of the skin,2006,Females,35_39,247.0,32.5,. .,. .,. .,. .,C43
1328,Actual,Melanoma of the skin,2006,Females,40_44,303.0,39.7,. .,. .,. .,. .,C43
1329,Actual,Melanoma of the skin,2006,Females,45_49,373.0,50.0,. .,. .,. .,. .,C43
1330,Actual,Melanoma of the skin,2006,Females,50_54,392.0,57.8,. .,. .,. .,. .,C43
1331,Actual,Melanoma of the skin,2006,Females,55_59,448.0,71.2,. .,. .,. .,. .,C43
1332,Actual,Melanoma of the skin,2006,Females,60_64,369.0,75.6,. .,. .,. .,. .,C43
1333,Actual,Melanoma of the skin,2006,Females,65_69,380.0,97.2,. .,. .,. .,. .,C43
1334,Actual,Melanoma of the skin,2006,Females,70_74,349.0,107.8,. .,. .,. .,. .,C43
1335,Actual,Melanoma of the skin,2006,Females,75_79,402.0,135.5,. .,. .,. .,. .,C43
1336,Actual,Melanoma of the skin,2006,Females,80_84,298.0,125.7,. .,. .,. .,. .,C43
1337,Actual,Melanoma of the skin,2006,Females,85_89,184.0,133.8,. .,. .,. .,. .,C43
1338,Actual,Melanoma of the skin,2006,Females,90+,122.0,156.6,. .,. .,. .,. .,C43
1339,Actual,Melanoma of the skin,2006,Females,All ages combined,4327.0,42.0,39.1,45,31.6,28.5,C43
1340,Actual,Melanoma of the skin,2007,Females,00_04,0.0,0.0,. .,. .,. .,. .,C43
1341,Actual,Melanoma of the skin,2007,Females,05_09,1.0,0.2,. .,. .,. .,. .,C43
1342,Actual,Melanoma of the skin,2007,Females,10_14,4.0,0.6,. .,. .,. .,. .,C43
1343,Actual,Melanoma of the skin,2007,Females,15_19,20.0,2.9,. .,. .,. .,. .,C43
1344,Actual,Melanoma of the skin,2007,Females,20_24,83.0,11.4,. .,. .,. .,. .,C43
1345,Actual,Melanoma of the skin,2007,Females,25_29,117.0,16.5,. .,. .,. .,. .,C43
1346,Actual,Melanoma of the skin,2007,Females,30_34,183.0,25.0,. .,. .,. .,. .,C43
1347,Actual,Melanoma of the skin,2007,Females,35_39,289.0,36.9,. .,. .,. .,. .,C43
1348,Actual,Melanoma of the skin,2007,Females,40_44,329.0,43.4,. .,. .,. .,. .,C43
1349,Actual,Melanoma of the skin,2007,Females,45_49,418.0,54.8,. .,. .,. .,. .,C43
1350,Actual,Melanoma of the skin,2007,Females,50_54,402.0,58.2,. .,. .,. .,. .,C43
1351,Actual,Melanoma of the skin,2007,Females,55_59,449.0,71.4,. .,. .,. .,. .,C43
1352,Actual,Melanoma of the skin,2007,Females,60_64,427.0,81.1,. .,. .,. .,. .,C43
1353,Actual,Melanoma of the skin,2007,Females,65_69,362.0,89.7,. .,. .,. .,. .,C43
1354,Actual,Melanoma of the skin,2007,Females,70_74,344.0,103.6,. .,. .,. .,. .,C43
1355,Actual,Melanoma of the skin,2007,Females,75_79,361.0,121.8,. .,. .,. .,. .,C43
1356,Actual,Melanoma of the skin,2007,Females,80_84,329.0,136.7,. .,. .,. .,. .,C43
1357,Actual,Melanoma of the skin,2007,Females,85_89,185.0,127.2,. .,. .,. .,. .,C43
1358,Actual,Melanoma of the skin,2007,Females,90+,100.0,123.9,. .,. .,. .,. .,C43
1359,Actual,Melanoma of the skin,2007,Females,All ages combined,4403.0,42.0,39,44.5,31.5,28.5,C43
1360,Actual,Melanoma of the skin,2008,Females,00_04,0.0,0.0,. .,. .,. .,. .,C43
1361,Actual,Melanoma of the skin,2008,Females,05_09,1.0,0.2,. .,. .,. .,. .,C43
1362,Actual,Melanoma of the skin,2008,Females,10_14,2.0,0.3,. .,. .,. .,. .,C43
1363,Actual,Melanoma of the skin,2008,Females,15_19,20.0,2.8,. .,. .,. .,. .,C43
1364,Actual,Melanoma of the skin,2008,Females,20_24,80.0,10.8,. .,. .,. .,. .,C43
1365,Actual,Melanoma of the skin,2008,Females,25_29,122.0,16.5,. .,. .,. .,. .,C43
1366,Actual,Melanoma of the skin,2008,Females,30_34,187.0,25.6,. .,. .,. .,. .,C43
1367,Actual,Melanoma of the skin,2008,Females,35_39,279.0,34.8,. .,. .,. .,. .,C43
1368,Actual,Melanoma of the skin,2008,Females,40_44,316.0,41.9,. .,. .,. .,. .,C43
1369,Actual,Melanoma of the skin,2008,Females,45_49,404.0,52.1,. .,. .,. .,. .,C43
1370,Actual,Melanoma of the skin,2008,Females,50_54,459.0,65.2,. .,. .,. .,. .,C43
1371,Actual,Melanoma of the skin,2008,Females,55_59,499.0,78.3,. .,. .,. .,. .,C43
1372,Actual,Melanoma of the skin,2008,Females,60_64,489.0,87.7,. .,. .,. .,. .,C43
1373,Actual,Melanoma of the skin,2008,Females,65_69,404.0,97.1,. .,. .,. .,. .,C43
1374,Actual,Melanoma of the skin,2008,Females,70_74,374.0,109.9,. .,. .,. .,. .,C43
1375,Actual,Melanoma of the skin,2008,Females,75_79,345.0,116.8,. .,. .,. .,. .,C43
1376,Actual,Melanoma of the skin,2008,Females,80_84,325.0,132.9,. .,. .,. .,. .,C43
1377,Actual,Melanoma of the skin,2008,Females,85_89,192.0,125.5,. .,. .,. .,. .,C43
1378,Actual,Melanoma of the skin,2008,Females,90+,110.0,133.9,. .,. .,. .,. .,C43
1379,Actual,Melanoma of the skin,2008,Females,All ages combined,4608.0,43.2,39.9,45.7,32.2,29.2,C43
